image,location_id,menu_items_string
exchange_7.png,eb9fd492-9fde-44dd-a472-390a52297352,"Coffee, Hot Chocolate, Hot Tea, Bottled Water, Juice, Cold Brew, Lipton Iced Tea, Turner Tea, Milk Pint, Vanilla Soy Milk, Soda Fountain, Soda Can, Poppi"
exchange_8.png,eb9fd492-9fde-44dd-a472-390a52297352,"Croissant, Danish, Breakfast Muffin, Brownies, Cookies, Fruit Salad, Whole Fruit, Greek Yogurt, Yogurt, Breakfast Bars, Herr's Chips, Doritos/Sun Chips, Chicken Salad, Tuna Salad, Broccoli Bacon Salad, Egg Salad, Pasta Salad, Potato Salad, Cucumber, Feta, Kalamata Olives and Tomato Salad, Quinoa Salad, Sesame Noodle Salad"
la_prima_gates_1.png,b6a7dbc3-a576-4135-9d75-3d20f26d3ba5,"Espresso, Macchiato, Filter Coffee, Cappuccino, Latte, Americano, Cortado, Cold Brew, Nitro Cold Brew, Iced Latte, Iced Americano, Iced Chai Latte, Iced Matcha Latte, Fresh Brewed Iced Tea, Iced Tea Latte, Iced Tea Lemonade, Flavored Espresso Seltzer, Almond, Oat, Soy, Extra Espresso Shot, Flavored Syrup, Half Syrup, Au Lait, Chocolate, Vanilla, Caramel, Hazelnut, Sugar-Free Vanilla, Lavender, Cane Sugar, Italian Soda & Espresso Seltzer Flavors, Blood Orange, Lemon, Strawberry, Seasonal"
la_prima_gates_2.png,b6a7dbc3-a576-4135-9d75-3d20f26d3ba5,"Matcha Latte, Chai Tea Latte, Hot Chocolate, Hot Tea, Tea Latte, Milk, Coffee Box, Cups & Cream, Chocolate Croissant, Almond Croissant, Butter Croissant, Assorted Fruit Danish, Cheese Pocket Danish, Ham & Swiss Croissant, Assorted Scones, Assorted Muffins, Cookies, Schneider's X La Prima Cold Brew, Frizz, San Pellegrino, Orange Juice, Bottled Water"
la_prima_wean_1.png,8b07dfba-5978-4477-a9e0-0a979345a0d8,"Espresso, Macchiato, Filter Coffee, Cappuccino, Latte, Americano, Cortado, Cold Brew, Nitro Cold Brew, Iced Latte, Iced Americano, Iced Chai Latte, Iced Matcha Latte, Fresh Brewed Iced Tea, Iced Tea Latte, Iced Tea Lemonade, Flavored Espresso Seltzer, Almond, Oat, Soy, Extra Espresso Shot, Flavored Syrup, Half Syrup, Au Lait, Chocolate, Vanilla, Caramel, Hazelnut, Sugar-Free Vanilla, Lavender, Cane Sugar, Italian Soda & Espresso Seltzer Flavors, Blood Orange, Lemon, Strawberry, Seasonal"
la_prima_wean_2.png,8b07dfba-5978-4477-a9e0-0a979345a0d8,"Matcha Latte, Chai Tea Latte, Hot Chocolate, Hot Tea, Tea Latte, Milk, Coffee Box, Cups & Cream, Chocolate Croissant, Almond Croissant, Butter Croissant, Assorted Fruit Danish, Cheese Pocket Danish, Ham & Swiss Croissant, Assorted Scones, Assorted Muffins, Cookies, Schneider's X La Prima Cold Brew, Frizz, San Pellegrino, Orange Juice, Bottled Water"
redhawk_1.png,8f80b59d-745f-4162-90d5-2c224316451f,"Double Espresso, Macchiato, Cortado, Cappuccino, Drip Coffee, Americano, Latte, Mocha, Cold Brew, Vietnamese Cold Brew, Add Double Espresso, Add Oat Milk"
redhawk_2.png,8f80b59d-745f-4162-90d5-2c224316451f,"TEA, CHAI, HOT COCOA, MATCHA, Vanilla Syrup, Hazelnut Syrup, Lavender Syrup, Caramel Syrup, Honey Cinnamon Syrup, Mocha Syrup, EGG & CHEESE SANDWICH, BACON, EGG, & CHEESE SANDWICH, VEGGIE BREAKFAST BURRITO, CHORIZO BREAKFAST BURRITO, BAGEL WITH CREAM CHEESE, PEPPERONI ROLL, GRILLED CHEESE, VEGGIE SANDWICH, ITALIAN SANDWICH"
la_prima_gates_3.png,b6a7dbc3-a576-4135-9d75-3d20f26d3ba5,"Egg & Cheese on English Muffin, Turkey Bacon, Pepperjack & Egg on English Muffin, Sausage, Egg & Cheese on English Muffin, Potato, Egg & Cheese Burrito, Bacon, Potato, Egg & Cheese Burrito, Chorizo, Potato, Egg & Cheese Burrito, French Toast Sticks, Rotating Breakfast Sandwich Special, Reuben on Deli Rye, Buffalo Cauliflower on Ciabatta, Mumbai Ciabatta, Italian Hoagie, Sun-Dried Tomato Panini, Caprese Panini, Pork & Kimchi Croissant, Pepperoni Pizza Croissant, Turkey & Swiss Croissant, Ham & Cheddar Croissant, Chopped Cheeseburger Croissant, Rotating Croissant Special"
millies_2.png,6c31a1a0-8164-433e-98f7-74575332b1e5,"LATTE, DRIP COFFEE, Cold Brew shake, AFFOGATO, FLOAT, COLD BREW"
millies_1.png,6c31a1a0-8164-433e-98f7-74575332b1e5,"Classic, Single, Extra Scoop, Homemade Waffle Cone, Marshmallows, Mini Chips, Peanuts, Whipped Cream, Fudge Sauce, Caramel, Crushed Waffle Cones, Crushed Hydrox Cookies, Fancy Cherries, Sprinkles, Floats, Sundaes, Shakes, Milk, Oat Milk"
stackd_desser_1.png,78c0257d-3445-40df-8553-d9422142ca5b,"Milkshakes, Banana Split Sundae, Hot Fudge Brownie Sundae, Chocolate Chip Cookie Sundae, Ice Cream Float, Build Your Own Sundae"
stackd_2.png,2b15388d-067e-4871-8ae9-f1c1494a7491,"Smash'd Burger, Smash'd Bacon Burger, Smash'd Deluxe Burger, Smash'd Deluxe Burger, Smash'd Veggie Burger, Impossible Burger, Nashville Sandwich, Deluxe Chicken Sandwich, Spice Chicken Tenders, CHiKN Salad, Pittsburgh Chicken Salad"
stackd_1.png,2b15388d-067e-4871-8ae9-f1c1494a7491,"Grilled Cheese, Philly Cheesesteak Grilled Cheese, Buffalo Chicken, Cali Grilled Cheese, Portobello Mushroom Grilled Cheese, Chicken Parmesan Grilled Cheese, Avocado BLT Grilled Cheese, Fresh Cut Fries, Cajun Fries, Coleslaw, Pasta Salad, Side House Salad, Side Caesar Salad, Fresh Fruit, Curly Fries, Lentil Soup, Sweet Potato Fries, Chicken Noodle Soup, Tomato Soup, Chicken Wings, Mozzarella Sticks, Cheese Fries"
hunan_3.png,7eab83d1-d68d-4fc9-9922-2b451797bb2f,"Smoothies, Honeydew, Mango, Strawberry, Specialty Bottles, Bottled Water"
hunan_2.png,7eab83d1-d68d-4fc9-9922-2b451797bb2f,"Milk Tea, Fruit Tea, Specialty Bubble Tea, Original, Brown Sugar, Coffee, Thai Tea, Taro, Matcha, Strawberry, Honeydew, Mango, Rose, Strawberry, Honeydew, Lychee, Mango, Peach, Rose, Tapioca Pearl, Rainbow Jelly, Lychee Jelly, Mango, Strawberry, Lychee"
hunan_1.png,7eab83d1-d68d-4fc9-9922-2b451797bb2f,"Braised Tofu in Brown Sauce, Eggplant with Garlic Sauce, Stir-Fried Broccoli & Garlic, General Tso's Chicken, Chicken Teriyaki, Stir-Fried Spicy Chicken, Braised Fish & Mapo Tofu, Pork Ribs with Black Bean Sauce, White Rice, Spring Roll, Pork Dumpling, Red Bean Rice Cake, Green Salad, Noodles, Fried Rice, Extra Regular Side, Extra Protein, Extra Premium Side, Dessert, Soup"
rev_1.png,b2be1cf7-74d1-4496-b5e5-09dcffbe5147,"Egg Noodle, Vermicelli Noodle, Rice Noodle, Ramen Noodle, Fish Ball, Tofu, Fish Tofu, Vegetables, Luncheon Meat, Chicken, Fried Egg, Beef, Shrimp, Vegetable Broth, Beef Broth, Spicy Beef Broth, Cilantro, Scallion, Housemade Chili Oil"
rev_2.png,b2be1cf7-74d1-4496-b5e5-09dcffbe5147,"Pork, Red Bean, 3 Steamed Bao Buns + 12 oz Water or Canned Bubble Tea, 3 Fried Bao Buns + 12 oz Water or Canned Bubble Tea, Fruit Tea, Milk Tea, Smoothies, Specialty Bottle, Water, Original, Taro, Brown Sugar, Matcha, Coffee, Thai Tea, Mango, Honeydew, Rose, Strawberry, Peach, Lychee, Tapioca Pearl, Rainbow Jelly, Lychee Jelly, Mango Pearls, Strawberry Pearls, Lychee Pearls"
crisp_and_crust_1.png,b6295e63-0d30-4bb3-a212-487459965886,"Caesar, Buffalo Chicken, Thai Crunch, Mediterranean, Spicy Southwest, Caprese Burrata"
crisp_and_crust_2.png,b6295e63-0d30-4bb3-a212-487459965886,"Burrata Caprese, Italian Meats, Vegan Vegetable, Classic Margherita, Pepperoni, Funghi, Parmesan Garlic Sticks, Marinara Sauce, Garlic Butter, Southwest Chicken Flatbread, Margherita Flatbread, Meat Trio Flatbread"
ciao_bella_1.png,57a84064-ad4f-4a8f-8ce3-106fed0619e6,"Build-Your-Own Pasta, Fettuccine, Campanelle, Tortellini, Diced Tomato, Red Bell Pepper, White Onion, Roasted Mushroom, Greek Olives, Broccoli, Jalapeno, Baby Spinach, Green Peas, Chopped Garlic, Artichoke"
ciao_bella_2.png,57a84064-ad4f-4a8f-8ce3-106fed0619e6,"Roasted Chicken, Meatballs, Italian Sausage, Plant-Based ""Chik'n"", Creamy Alfredo, Marinara, Blush, Cajun Shrimp Alfredo"
ola_ola_2.png,021a4eb1-c9b9-43bf-8aec-98832974051f,"Loco Moco Bowls, 1/3rd Pound Beef Burger Patty, Huli-Huli Chicken Thigh, Teriyaki Spiced Beyond Burger Patty, Marinated Tofu Steak, Scallion Slaw, Kimchi, Wakame Salad, Fresh Jalapeno, Wonton Strips, Sesame Cucumbers, Pickled Red Onion, Grilled Pineapple, Extra Protein, Extra Toppings, Extra Gravy, Extra Fried Egg, Avocado Half"
ola_ola_1.png,021a4eb1-c9b9-43bf-8aec-98832974051f,"Classic Spam Musubi, Teriyaki Tofu Musubi, Garlic Noodles, Sweet Potato, Bok Choy, Cabbage Stir-Fry, Sesame Green Beans, Furikake Fries with Chili Aioli, Malasadas, Pineapple Passionfruit, Hibiscus, Other Seasonal Flavors, Fountain Drinks"
wild_blue_3.png,f84cc65e-2491-4a2e-bd36-68fb25b2e457,"Orange Chicken Bowl, Teriyaki Chicken Bowl, Spicy Teriyaki Chicken Bowl, Asian BBQ Beef Bowl, Tofu Bowl, Sesame Chicken Bowl"
wild_blue_2.png,f84cc65e-2491-4a2e-bd36-68fb25b2e457,"Strawberry Matcha Latte, Signature Boba Milk Tea, Muddy Boba Latte, Blue Ocean Yogurt, Citrus Butterfly Tea, Bubbly Strawberry Refresher"
wild_blue_1.png,f84cc65e-2491-4a2e-bd36-68fb25b2e457,"Crunchy Dragon Roll - White, Dragon Roll - Imitation Crab, Poke Dragon Roll - California Salad, Rainbow Roll - Salmon, Shrimp, Tuna"
shake_smart_2.png,73ea74e5-db54-41c7-8ccb-d385048f7e58,"scoopedbowls rawcai, raw-pb, the buzz bowl, blendedbowls original acai bowl, pb&a, dragon bowl, buildyourbowl scooped acai base, proteinballs chocolate chip cookie dough, magic matcha, brownie batter, craftyourcup classic oatmeal, overnight oats, greek yogurt, chia seed pudding, smarttoast peanut butter toast, almond butter toast, avocado toast, hummus toast, bevs pourover, coldbrew, green tea matcha"
shake_smart_1.png,73ea74e5-db54-41c7-8ccb-d385048f7e58,classic shakes chocolate frosty vanilla thrilla cookies n' cream shake your coffee banana split strawberry fields grammy's goods a perfect 10 cava energy cave protein covered strawberry breakfast to go mea aloha fruitopia pink cuddle make it your way almond butter creatine 100% plant protein shake your smoothie choose a liquid choose two fruits greens & veggies matcha mentality greens to go organic supershake
forbes_ave_subs_2.png,8e76ea30-4fd2-4ef6-8521-a3f827acc1d7,"Turkey and Swiss, Italian, The Club, Tuna Salad, Meatball Bomber, Roast Beef and Cheddar, Loaded BLT, Ham and Provolone, The Veggie, Tofu Banh Mi"
forbes_ave_subs_1.png,8e76ea30-4fd2-4ef6-8521-a3f827acc1d7,"Build Your Sub, Local Sub Roll, Whole Wheat Wrap, Turkey, Ham, Salami, Capicola, Roast Beef, Meatballs, Swiss, Cheddar, Parmesan, Provolone, Tomato, Lettuce, Onion, Jalapeno, Black Olive, Pickles, Real Honey Mustard, Yellow Mustard, Balsamic Dressing, Italian Dressing, Chipotle Ranch, Ranch, Pesto, Mayo, Avocado, Bacon"
tepper_taqueria_express_1.png,49382636-cb56-4cc3-ae96-205a383e9e64,"Classic Margherita, Pepperoni, 4 Cheese, Pie Empanadas, Churros"
tepper_taqueria_2.png,5ed30820-92c0-4415-80d0-61f2cea5a6a1,"Taco, Burrito, Nacho, Bowl, Pork Carnitas, Seasoned Tofu, Seasoned Ground Beef, Chicken Tinga, Carne Asada, Steamed White Rice, Black Beans, Brown Rice Blend, Guacamole, Pico de Gallo, Shredded Lettuce, Lime Crema, Cheddar Jack Blend, Cotija Cheese, Salsa Verde, Salsa Roja, Corn Salad with Queso Fresco"
tepper_taqueria_1.png,5ed30820-92c0-4415-80d0-61f2cea5a6a1,"Munchin' Morewood Ave, Fiery Fifth Ave, The Funky Frew Street, Cruisin' on Craig, Spanish Rice, Cilantro White Rice, Pinto Beans, Black Beans, Chips and Queso"
capital_grains_2.png,d5b7784a-7b19-4b9f-b847-e8efe16b5cad,"Seed Funding, Greek Options, Market Mix, Return On Ingredients, Capital Greens"
capital_grains_1.png,d5b7784a-7b19-4b9f-b847-e8efe16b5cad,"Rice & Quinoa, Spinach & Arugula, Romaine, Chickpeas, Corn, Pickled Red Onions, Grape Tomatoes, Cucumbers, Carrots, Brussel Sprouts, Pita Chips, Avocado, Feta Cheese, Asiago Cheese, Chicken, Tofu, Cilantro Lime, Pesto Vinaigrette, Chipotle Ranch, Asian Sesame"
